time,pitch,pitchRate,angleOfAttack,altitude,verticalSpeed,indicatedAirspeed,liftCoefficient,targetSpeed,speedError,pidIntegral,pidDerivative
109.6,6.82,0.13,-1.29,3179.68,1668.05,262.68,0.52,250,1268,0,0
109.6,6.82,0.13,-1.29,3179.92,1668.59,262.68,0.52,250,1268,0,0
109.6,6.82,0.13,-1.29,3180.15,1669.11,262.68,0.52,250,1268,0,0
109.6,6.82,0.13,-1.29,3180.38,1669.65,262.68,0.52,250,1268,0,0
109.6,6.82,0.13,-1.29,3180.61,1670.18,262.68,0.52,250,1268,0,0
109.6,6.81,0.13,-1.29,3180.84,1670.72,262.69,0.52,250,1268,0,0
109.7,6.81,0.13,-1.29,3181.08,1671.25,262.69,0.52,250,1269,0,0
109.7,6.81,0.13,-1.29,3181.3,1671.78,262.69,0.52,250,1269,0,0
109.7,6.81,0.13,-1.29,3181.54,1672.32,262.69,0.52,250,1269,0,0
109.7,6.81,0.13,-1.29,3181.77,1672.85,262.69,0.52,250,1269,0,0
109.7,6.81,0.13,-1.29,3182,1673.38,262.69,0.52,250,1269,0,0
109.7,6.8,0.13,-1.29,3182.23,1673.92,262.69,0.52,250,1269,0,0
109.7,6.8,0.13,-1.29,3182.47,1674.46,262.69,0.52,250,1269,0,0
109.7,6.8,0.13,-1.29,3182.7,1674.99,262.69,0.52,250,1269,0,0
109.7,6.8,0.13,-1.29,3182.93,1675.53,262.69,0.52,250,1269,0,0
109.7,6.8,0.13,-1.29,3183.17,1676.06,262.69,0.52,250,1269,0,0
109.7,6.8,0.13,-1.29,3183.4,1676.6,262.69,0.52,250,1269,0,0
109.7,6.8,0.13,-1.29,3183.63,1677.13,262.69,0.52,250,1269,0,0
109.8,6.8,0.13,-1.29,3183.86,1677.66,262.69,0.52,250,1269,0,0
109.8,6.79,0.13,-1.29,3184.1,1678.19,262.69,0.52,250,1269,0,0
109.8,6.79,0.13,-1.29,3184.33,1678.73,262.69,0.52,250,1269,0,0
109.8,6.79,0.13,-1.29,3184.56,1679.27,262.69,0.52,250,1269,0,0
109.8,6.79,0.13,-1.29,3184.8,1679.8,262.69,0.52,250,1269,0,0
109.8,6.79,0.13,-1.29,3185.03,1680.33,262.69,0.519,250,1269,0,0
109.8,6.79,0.13,-1.29,3185.26,1680.87,262.69,0.519,250,1269,0,0
109.8,6.79,0.13,-1.29,3185.5,1681.4,262.7,0.519,250,1269,0,0
109.8,6.79,0.13,-1.29,3185.73,1681.94,262.7,0.519,250,1270,0,0
109.8,6.78,0.13,-1.29,3185.97,1682.47,262.7,0.519,250,1270,0,0
109.8,6.78,0.13,-1.29,3186.2,1683.02,262.7,0.519,250,1270,0,0
109.8,6.78,0.13,-1.29,3186.43,1683.54,262.7,0.519,250,1270,0,0
109.9,6.78,0.13,-1.29,3186.66,1684.07,262.7,0.519,250,1270,0,0
109.9,6.78,0.13,-1.29,3186.9,1684.61,262.7,0.519,250,1270,0,0
109.9,6.78,0.13,-1.29,3187.14,1685.14,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3187.37,1685.68,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3187.6,1686.21,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3187.84,1686.74,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3188.07,1687.27,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3188.3,1687.81,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3188.54,1688.34,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3188.77,1688.87,262.7,0.519,250,1270,0,0
109.9,6.77,0.13,-1.29,3189.01,1689.41,262.7,0.519,250,1270,0,0
109.9,6.76,0.13,-1.29,3189.24,1689.94,262.7,0.519,250,1270,0,0
110,6.76,0.13,-1.29,3189.48,1690.48,262.7,0.519,250,1270,0,0
110,6.76,0.13,-1.29,3189.71,1691.01,262.7,0.519,250,1270,0,0
110,6.76,0.13,-1.29,3189.95,1691.54,262.7,0.519,250,1270,0,0
110,6.76,0.13,-1.29,3190.19,1692.09,262.7,0.519,250,1270,0,0
110,6.76,0.13,-1.29,3190.42,1692.61,262.7,0.519,250,1270,0,0
110,6.76,0.13,-1.29,3190.65,1693.15,262.7,0.519,250,1270,0,0
110,6.76,0.13,-1.29,3190.89,1693.68,262.7,0.519,250,1270,0,0
110,6.75,0.13,-1.29,3191.12,1694.22,262.7,0.519,250,1270,0,0
110,6.75,0.13,-1.29,3191.36,1694.75,262.71,0.519,250,1270,0,0
110,6.75,0.13,-1.29,3191.59,1695.28,262.71,0.519,250,1271,0,0
110,6.75,0.13,-1.29,3191.83,1695.82,262.71,0.519,250,1271,0,0
110,6.75,0.13,-1.29,3192.07,1696.35,262.71,0.519,250,1271,0,0
110.1,6.75,0.13,-1.29,3192.3,1696.88,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3192.54,1697.42,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3192.77,1697.95,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3193.01,1698.48,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3193.24,1699.02,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3193.48,1699.55,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3193.72,1700.09,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3193.95,1700.62,262.71,0.519,250,1271,0,0
110.1,6.74,0.13,-1.29,3194.19,1701.16,262.71,0.519,250,1271,0,0
110.1,6.73,0.13,-1.29,3194.42,1701.68,262.71,0.519,250,1271,0,0
110.1,6.73,0.13,-1.29,3194.66,1702.21,262.71,0.519,250,1271,0,0
110.1,6.73,0.13,-1.29,3194.9,1702.75,262.71,0.519,250,1271,0,0
110.2,6.73,0.13,-1.29,3195.14,1703.29,262.71,0.519,250,1271,0,0
110.2,6.73,0.13,-1.29,3195.37,1703.82,262.71,0.519,250,1271,0,0
110.2,6.73,0.13,-1.29,3195.61,1704.35,262.71,0.519,250,1271,0,0
110.2,6.73,0.13,-1.29,3195.85,1704.89,262.71,0.519,250,1271,0,0
110.2,6.73,0.13,-1.29,3196.09,1705.42,262.71,0.519,250,1271,0,0
110.2,6.72,0.13,-1.29,3196.32,1705.95,262.71,0.519,250,1271,0,0
110.2,6.72,0.13,-1.29,3196.56,1706.49,262.71,0.519,250,1271,0,0
110.2,6.72,0.13,-1.29,3196.79,1707.02,262.71,0.519,250,1271,0,0
110.2,6.72,0.13,-1.29,3197.03,1707.55,262.71,0.519,250,1271,0,0
110.2,6.72,0.13,-1.29,3197.27,1708.08,262.71,0.519,250,1271,0,0
110.2,6.72,0.13,-1.29,3197.51,1708.61,262.71,0.519,250,1271,0,0
110.2,6.71,0.13,-1.29,3197.75,1709.16,262.71,0.519,250,1271,0,0
110.3,6.71,0.13,-1.29,3197.98,1709.69,262.71,0.519,250,1271,0,0
110.3,6.71,0.13,-1.29,3198.22,1710.22,262.71,0.519,250,1271,0,0
110.3,6.71,0.13,-1.29,3198.45,1710.74,262.71,0.519,250,1271,0,0
110.3,6.71,0.13,-1.29,3198.69,1711.27,262.72,0.519,250,1271,0,0
110.3,6.71,0.13,-1.29,3198.93,1711.82,262.72,0.519,250,1272,0,0
110.3,6.71,0.13,-1.29,3199.17,1712.34,262.72,0.519,250,1272,0,0
110.3,6.71,0.13,-1.29,3199.41,1712.89,262.72,0.519,250,1272,0,0
110.3,6.7,0.13,-1.29,3199.64,1713.4,262.72,0.519,250,1272,0,0
110.3,6.7,0.13,-1.29,3199.88,1713.94,262.72,0.519,250,1272,0,0
110.3,6.7,0.13,-1.29,3200.12,1714.48,262.72,0.519,250,1272,0,0
110.3,6.7,0.13,-1.29,3200.36,1715.01,262.72,0.519,250,1272,0,0
110.4,6.7,0.13,-1.29,3200.61,1715.57,262.72,0.519,250,1272,0,0
110.4,6.7,0.13,-1.29,3200.84,1716.07,262.72,0.519,250,1272,0,0
110.4,6.7,0.13,-1.29,3201.08,1716.62,262.72,0.519,250,1272,0,0
110.4,6.7,0.13,-1.29,3201.31,1717.14,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3201.57,1717.71,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3201.79,1718.2,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3202.05,1718.78,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3202.27,1719.27,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3202.51,1719.8,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3202.74,1720.33,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3202.98,1720.86,262.72,0.519,250,1272,0,0
110.4,6.69,0.13,-1.29,3203.22,1721.39,262.72,0.519,250,1272,0,0
110.4,6.68,0.13,-1.29,3203.46,1721.93,262.72,0.519,250,1272,0,0
110.5,6.68,0.13,-1.29,3203.7,1722.46,262.72,0.519,250,1272,0,0
110.5,6.68,0.13,-1.29,3203.94,1722.99,262.72,0.519,250,1272,0,0
110.5,6.68,0.13,-1.29,3204.18,1723.53,262.72,0.519,250,1272,0,0
110.5,6.68,0.13,-1.29,3204.42,1724.05,262.72,0.519,250,1272,0,0
110.5,6.68,0.13,-1.29,3204.66,1724.59,262.72,0.519,250,1272,0,0
110.5,6.67,0.13,-1.29,3204.9,1725.12,262.72,0.519,250,1272,0,0
110.5,6.67,0.13,-1.29,3205.14,1725.65,262.72,0.519,250,1272,0,0
110.5,6.67,0.13,-1.29,3205.38,1726.19,262.72,0.519,250,1272,0,0
110.5,6.67,0.13,-1.29,3205.62,1726.71,262.72,0.519,250,1272,0,0
110.5,6.67,0.13,-1.29,3205.86,1727.25,262.72,0.519,250,1272,0,0
110.5,6.67,0.13,-1.29,3206.1,1727.78,262.72,0.519,250,1272,0,0
110.5,6.67,0.13,-1.29,3206.34,1728.31,262.72,0.519,250,1272,0,0
110.6,6.67,0.13,-1.29,3206.58,1728.84,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3206.82,1729.38,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3207.06,1729.91,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3207.3,1730.44,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3207.54,1730.98,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3207.78,1731.5,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3208.02,1732.03,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3208.26,1732.56,262.72,0.519,250,1272,0,0
110.6,6.66,0.13,-1.29,3208.51,1733.1,262.72,0.519,250,1272,0,0
110.6,6.65,0.13,-1.29,3208.75,1733.63,262.72,0.519,250,1272,0,0
110.6,6.65,0.13,-1.29,3208.98,1734.16,262.72,0.519,250,1272,0,0
110.6,6.65,0.13,-1.29,3209.23,1734.69,262.72,0.519,250,1272,0,0
110.7,6.65,0.13,-1.29,3209.47,1735.22,262.72,0.519,250,1272,0,0
110.7,6.65,0.13,-1.29,3209.71,1735.75,262.72,0.519,250,1272,0,0
110.7,6.65,0.13,-1.29,3209.95,1736.28,262.72,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3210.19,1736.81,262.72,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3210.43,1737.34,262.72,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3210.67,1737.88,262.72,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3210.91,1738.41,262.72,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3211.15,1738.94,262.72,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3211.39,1739.46,262.72,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3211.64,1740,262.73,0.519,250,1272,0,0
110.7,6.64,0.13,-1.29,3211.88,1740.53,262.73,0.519,250,1273,0,0
110.7,6.63,0.13,-1.29,3212.12,1741.06,262.73,0.519,250,1273,0,0
110.8,6.63,0.13,-1.29,3212.36,1741.59,262.73,0.519,250,1273,0,0
110.8,6.63,0.13,-1.29,3212.61,1742.13,262.73,0.519,250,1273,0,0
110.8,6.63,0.13,-1.29,3212.85,1742.66,262.73,0.519,250,1273,0,0
110.8,6.63,0.13,-1.29,3213.09,1743.18,262.73,0.519,250,1273,0,0
110.8,6.63,0.13,-1.29,3213.33,1743.71,262.73,0.519,250,1273,0,0
110.8,6.63,0.13,-1.29,3213.57,1744.24,262.73,0.519,250,1273,0,0
110.8,6.63,0.13,-1.29,3213.81,1744.77,262.73,0.519,250,1273,0,0
110.8,6.62,0.13,-1.29,3214.05,1745.3,262.73,0.519,250,1273,0,0
110.8,6.62,0.13,-1.29,3214.3,1745.83,262.73,0.519,250,1273,0,0
110.8,6.62,0.13,-1.29,3214.54,1746.37,262.73,0.519,250,1273,0,0
110.8,6.62,0.13,-1.29,3214.79,1746.9,262.73,0.519,250,1273,0,0
110.8,6.62,0.13,-1.29,3215.03,1747.42,262.73,0.519,250,1273,0,0
110.9,6.62,0.13,-1.29,3215.27,1747.95,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3215.51,1748.49,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3215.76,1749.02,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3216,1749.54,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3216.24,1750.08,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3216.49,1750.61,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3216.73,1751.14,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3216.97,1751.67,262.73,0.519,250,1273,0,0
110.9,6.61,0.13,-1.29,3217.22,1752.21,262.73,0.519,250,1273,0,0
110.9,6.6,0.13,-1.29,3217.46,1752.74,262.73,0.519,250,1273,0,0
110.9,6.6,0.13,-1.29,3217.7,1753.26,262.73,0.519,250,1273,0,0
110.9,6.6,0.13,-1.29,3217.95,1753.8,262.73,0.519,250,1273,0,0
111,6.6,0.13,-1.29,3218.19,1754.33,262.73,0.519,250,1273,0,0
111,6.6,0.13,-1.29,3218.44,1754.85,262.73,0.519,250,1273,0,0
111,6.6,0.13,-1.29,3218.68,1755.38,262.73,0.519,250,1273,0,0
111,6.6,0.13,-1.29,3218.92,1755.91,262.73,0.519,250,1273,0,0
111,6.6,0.13,-1.29,3219.17,1756.44,262.73,0.519,250,1273,0,0
111,6.59,0.13,-1.29,3219.41,1756.97,262.73,0.519,250,1273,0,0
111,6.59,0.13,-1.29,3219.65,1757.5,262.73,0.519,250,1273,0,0
111,6.59,0.13,-1.29,3219.9,1758.03,262.73,0.519,250,1273,0,0
111,6.59,0.13,-1.29,3220.14,1758.56,262.73,0.519,250,1273,0,0
111,6.59,0.13,-1.29,3220.39,1759.09,262.73,0.519,250,1273,0,0
111,6.59,0.13,-1.29,3220.63,1759.62,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3220.88,1760.16,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3221.12,1760.68,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3221.36,1761.2,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3221.61,1761.73,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3221.85,1762.26,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3222.1,1762.79,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3222.34,1763.32,262.73,0.519,250,1273,0,0
111.1,6.58,0.13,-1.29,3222.59,1763.84,262.73,0.519,250,1273,0,0
111.1,6.57,0.13,-1.29,3222.84,1764.38,262.73,0.519,250,1273,0,0
111.1,6.57,0.13,-1.29,3223.08,1764.9,262.73,0.519,250,1273,0,0
111.1,6.57,0.13,-1.29,3223.33,1765.44,262.73,0.519,250,1273,0,0
111.1,6.57,0.13,-1.29,3223.57,1765.96,262.73,0.519,250,1273,0,0
111.1,6.57,0.13,-1.29,3223.81,1766.49,262.73,0.519,250,1273,0,0
111.2,6.57,0.13,-1.29,3224.06,1767.02,262.73,0.519,250,1273,0,0
111.2,6.57,0.13,-1.29,3224.3,1767.54,262.73,0.519,250,1273,0,0
111.2,6.57,0.13,-1.29,3224.55,1768.08,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3224.8,1768.61,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3225.05,1769.14,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3225.29,1769.67,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3225.53,1770.19,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3225.78,1770.72,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3226.03,1771.25,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3226.27,1771.78,262.73,0.519,250,1273,0,0
111.2,6.56,0.13,-1.29,3226.52,1772.31,262.73,0.519,250,1273,0,0
111.2,6.55,0.13,-1.29,3226.77,1772.84,262.73,0.519,250,1273,0,0
111.3,6.55,0.13,-1.29,3227.01,1773.36,262.73,0.519,250,1273,0,0
111.3,6.55,0.13,-1.29,3227.26,1773.9,262.73,0.519,250,1273,0,0
111.3,6.55,0.13,-1.29,3227.51,1774.42,262.72,0.519,250,1273,0,0
111.3,6.55,0.13,-1.29,3227.75,1774.95,262.72,0.519,250,1272,0,0
111.3,6.55,0.13,-1.29,3228,1775.47,262.72,0.519,250,1272,0,0
111.3,6.54,0.13,-1.29,3228.24,1776,262.72,0.519,250,1272,0,0
111.3,6.54,0.13,-1.29,3228.49,1776.53,262.72,0.519,250,1272,0,0
111.3,6.54,0.13,-1.29,3228.74,1777.06,262.72,0.519,250,1272,0,0
111.3,6.54,0.13,-1.29,3228.99,1777.59,262.72,0.519,250,1272,0,0
111.3,6.54,0.13,-1.29,3229.23,1778.12,262.72,0.519,250,1272,0,0
111.3,6.54,0.13,-1.29,3229.48,1778.64,262.72,0.519,250,1272,0,0
111.3,6.54,0.13,-1.29,3229.72,1779.17,262.72,0.519,250,1272,0,0
111.4,6.54,0.13,-1.29,3229.97,1779.7,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3230.22,1780.23,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3230.47,1780.75,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3230.71,1781.28,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3230.96,1781.81,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3231.21,1782.35,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3231.45,1782.86,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3231.7,1783.39,262.72,0.519,250,1272,0,0
111.4,6.53,0.13,-1.29,3231.96,1783.93,262.72,0.519,250,1272,0,0
111.4,6.52,0.13,-1.29,3232.2,1784.45,262.72,0.519,250,1272,0,0
111.4,6.52,0.13,-1.29,3232.45,1784.97,262.72,0.519,250,1272,0,0
111.4,6.52,0.13,-1.29,3232.7,1785.5,262.72,0.519,250,1272,0,0
111.5,6.52,0.13,-1.29,3232.94,1786.03,262.72,0.519,250,1272,0,0
111.5,6.52,0.13,-1.29,3233.2,1786.57,262.72,0.519,250,1272,0,0
111.5,6.52,0.13,-1.29,3233.44,1787.08,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3233.69,1787.61,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3233.94,1788.13,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3234.2,1788.68,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3234.44,1789.2,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3234.69,1789.72,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3234.93,1790.25,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3235.18,1790.77,262.72,0.519,250,1272,0,0
111.5,6.51,0.13,-1.29,3235.43,1791.3,262.72,0.519,250,1272,0,0
111.5,6.5,0.13,-1.29,3235.68,1791.82,262.72,0.519,250,1272,0,0
111.6,6.5,0.13,-1.29,3235.93,1792.35,262.72,0.519,250,1272,0,0
111.6,6.5,0.13,-1.29,3236.18,1792.88,262.72,0.519,250,1272,0,0
111.6,6.5,0.13,-1.29,3236.42,1793.4,262.72,0.519,250,1272,0,0
111.6,6.5,0.13,-1.29,3236.68,1793.94,262.72,0.519,250,1272,0,0
111.6,6.5,0.13,-1.29,3236.93,1794.46,262.72,0.519,250,1272,0,0
111.6,6.5,0.13,-1.29,3237.17,1794.98,262.72,0.519,250,1272,0,0
111.6,6.5,0.13,-1.29,3237.42,1795.51,262.72,0.519,250,1272,0,0
111.6,6.49,0.13,-1.29,3237.67,1796.04,262.72,0.519,250,1272,0,0
111.6,6.49,0.13,-1.29,3237.92,1796.56,262.72,0.519,250,1272,0,0
111.6,6.49,0.13,-1.29,3238.17,1797.09,262.72,0.519,250,1272,0,0
111.6,6.49,0.13,-1.29,3238.42,1797.62,262.72,0.519,250,1272,0,0
111.6,6.49,0.13,-1.29,3238.67,1798.13,262.72,0.519,250,1272,0,0
111.7,6.49,0.13,-1.29,3238.92,1798.67,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3239.17,1799.19,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3239.42,1799.71,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3239.67,1800.23,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3239.92,1800.76,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3240.17,1801.29,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3240.42,1801.82,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3240.67,1802.34,262.72,0.519,250,1272,0,0
111.7,6.48,0.13,-1.29,3240.92,1802.87,262.71,0.519,250,1272,0,0
111.7,6.47,0.13,-1.29,3241.17,1803.39,262.71,0.519,250,1271,0,0
111.7,6.47,0.13,-1.29,3241.42,1803.91,262.71,0.519,250,1271,0,0
111.7,6.47,0.13,-1.29,3241.67,1804.44,262.71,0.519,250,1271,0,0
111.8,6.47,0.13,-1.29,3241.92,1804.97,262.71,0.519,250,1271,0,0
111.8,6.47,0.13,-1.29,3242.17,1805.49,262.71,0.519,250,1271,0,0
111.8,6.47,0.13,-1.29,3242.42,1806.02,262.71,0.519,250,1271,0,0
111.8,6.47,0.13,-1.29,3242.67,1806.54,262.71,0.519,250,1271,0,0
111.8,6.47,0.13,-1.29,3242.93,1807.07,262.71,0.519,250,1271,0,0
111.8,6.46,0.13,-1.29,3243.18,1807.59,262.71,0.519,250,1271,0,0
111.8,6.46,0.13,-1.29,3243.43,1808.12,262.71,0.519,250,1271,0,0
111.8,6.46,0.13,-1.29,3243.68,1808.64,262.71,0.519,250,1271,0,0
111.8,6.46,0.13,-1.29,3243.93,1809.17,262.71,0.519,250,1271,0,0
111.8,6.46,0.13,-1.29,3244.18,1809.7,262.71,0.519,250,1271,0,0
111.8,6.46,0.13,-1.29,3244.43,1810.22,262.71,0.519,250,1271,0,0
111.8,6.45,0.13,-1.29,3244.68,1810.74,262.71,0.519,250,1271,0,0
111.9,6.45,0.13,-1.29,3244.93,1811.26,262.71,0.519,250,1271,0,0
111.9,6.45,0.13,-1.29,3245.19,1811.79,262.71,0.519,250,1271,0,0
111.9,6.45,0.13,-1.29,3245.44,1812.31,262.71,0.519,250,1271,0,0
111.9,6.45,0.13,-1.29,3245.69,1812.84,262.71,0.519,250,1271,0,0
111.9,6.45,0.13,-1.29,3245.94,1813.36,262.71,0.519,250,1271,0,0
111.9,6.45,0.13,-1.29,3246.19,1813.89,262.71,0.519,250,1271,0,0
111.9,6.45,0.13,-1.29,3246.45,1814.42,262.71,0.519,250,1271,0,0
111.9,6.44,0.13,-1.29,3246.7,1814.94,262.71,0.519,250,1271,0,0
111.9,6.44,0.13,-1.29,3246.95,1815.46,262.71,0.519,250,1271,0,0
111.9,6.44,0.13,-1.29,3247.2,1815.99,262.71,0.519,250,1271,0,0
111.9,6.44,0.13,-1.29,3247.46,1816.51,262.71,0.519,250,1271,0,0
111.9,6.44,0.13,-1.29,3247.71,1817.03,262.71,0.519,250,1271,0,0
112,6.44,0.13,-1.29,3247.96,1817.55,262.71,0.519,250,1271,0,0
112,6.44,0.13,-1.29,3248.21,1818.08,262.71,0.519,250,1271,0,0
112,6.44,0.13,-1.29,3248.47,1818.6,262.71,0.519,250,1271,0,0
112,6.43,0.13,-1.29,3248.72,1819.13,262.71,0.519,250,1271,0,0
112,6.43,0.13,-1.29,3248.97,1819.65,262.7,0.519,250,1271,0,0
112,6.43,0.13,-1.29,3249.23,1820.18,262.7,0.519,250,1270,0,0
112,6.43,0.13,-1.29,3249.48,1820.7,262.7,0.519,250,1270,0,0
112,6.43,0.13,-1.29,3249.73,1821.23,262.7,0.519,250,1270,0,0
112,6.43,0.13,-1.29,3249.99,1821.75,262.7,0.519,250,1270,0,0
112,6.43,0.13,-1.29,3250.24,1822.27,262.7,0.519,250,1270,0,0
112,6.43,0.13,-1.29,3250.49,1822.79,262.7,0.519,250,1270,0,0
112,6.42,0.13,-1.29,3250.75,1823.33,262.7,0.519,250,1270,0,0
112.1,6.42,0.13,-1.29,3250.99,1823.84,262.7,0.519,250,1270,0,0
112.1,6.42,0.13,-1.29,3251.25,1824.36,262.7,0.519,250,1270,0,0
112.1,6.42,0.13,-1.29,3251.5,1824.88,262.7,0.519,250,1270,0,0
112.1,6.42,0.13,-1.29,3251.76,1825.41,262.7,0.519,250,1270,0,0
112.1,6.42,0.13,-1.29,3252.01,1825.93,262.7,0.519,250,1270,0,0
112.1,6.41,0.13,-1.29,3252.27,1826.47,262.7,0.519,250,1270,0,0
112.1,6.41,0.13,-1.29,3252.52,1826.99,262.7,0.519,250,1270,0,0
112.1,6.41,0.13,-1.29,3252.77,1827.51,262.7,0.519,250,1270,0,0
112.1,6.41,0.13,-1.29,3253.03,1828.03,262.7,0.519,250,1270,0,0
112.1,6.41,0.13,-1.29,3253.28,1828.55,262.7,0.519,250,1270,0,0
112.1,6.41,0.13,-1.29,3253.53,1829.07,262.7,0.519,250,1270,0,0
112.1,6.41,0.13,-1.29,3253.79,1829.59,262.7,0.519,250,1270,0,0
112.2,6.41,0.13,-1.29,3254.04,1830.12,262.7,0.519,250,1270,0,0
112.2,6.4,0.13,-1.29,3254.3,1830.64,262.7,0.519,250,1270,0,0
112.2,6.4,0.13,-1.29,3254.55,1831.16,262.7,0.519,250,1270,0,0
112.2,6.4,0.13,-1.29,3254.81,1831.68,262.7,0.519,250,1270,0,0
112.2,6.4,0.13,-1.29,3255.06,1832.2,262.7,0.519,250,1270,0,0
112.2,6.4,0.13,-1.29,3255.32,1832.73,262.69,0.519,250,1270,0,0
112.2,6.4,0.13,-1.29,3255.57,1833.25,262.69,0.519,250,1269,0,0
112.2,6.4,0.13,-1.29,3255.82,1833.77,262.69,0.519,250,1269,0,0
112.2,6.4,0.13,-1.29,3256.08,1834.29,262.69,0.519,250,1269,0,0
112.2,6.39,0.13,-1.29,3256.33,1834.82,262.69,0.519,250,1269,0,0
112.2,6.39,0.13,-1.29,3256.59,1835.34,262.69,0.519,250,1269,0,0
112.2,6.39,0.13,-1.29,3256.84,1835.86,262.69,0.519,250,1269,0,0
