time,pitch,pitchRate,angleOfAttack,altitude,verticalSpeed,indicatedAirspeed,liftCoefficient,targetSpeed,speedError,pidIntegral,pidDerivative
0,9.98,-2,9.98,0.06,6.82,150.02,2.098,200,-20000,0,0
0,9.98,-0.5,9.95,0.06,13.6,150.05,2.093,200,-4998,0,0
0,9.98,-0.5,9.92,0.06,20.34,150.07,2.089,200,-4995,0,0
0,9.98,-0.5,9.89,0.07,27.13,150.1,2.085,200,-4993,0,0
0,9.98,-0.5,9.86,0.07,33.8,150.12,2.081,200,-4990,0,0
0,9.98,-0.5,9.84,0.08,40.43,150.14,2.077,200,-4988,0,0
0.1,9.97,-0.5,9.81,0.08,47.1,150.17,2.073,200,-4986,0,0
0.1,9.97,-0.5,9.78,0.09,53.65,150.19,2.069,200,-4983,0,0
0.1,9.97,-0.5,9.75,0.1,60.33,150.22,2.065,200,-4981,0,0
0.1,9.97,-0.5,9.72,0.11,66.73,150.24,2.061,200,-4978,0,0
0.1,9.96,-0.5,9.69,0.12,73.17,150.26,2.057,200,-4976,0,0
0.1,9.96,-0.5,9.66,0.13,79.58,150.29,2.053,200,-4974,0,0
0.1,9.96,-0.5,9.63,0.14,86.02,150.31,2.049,200,-4971,0,0
0.1,9.96,-0.5,9.61,0.15,92.36,150.33,2.045,200,-4969,0,0
0.1,9.95,-0.5,9.58,0.17,98.66,150.36,2.041,200,-4967,0,0
0.1,9.95,-0.5,9.55,0.18,105,150.38,2.037,200,-4964,0,0
0.1,9.95,-0.5,9.52,0.2,111.22,150.41,2.033,200,-4962,0,0
0.1,9.95,-0.5,9.49,0.21,117.49,150.43,2.029,200,-4959,0,0
0.2,9.95,-0.5,9.47,0.23,123.65,150.45,2.025,200,-4957,0,0
0.2,9.95,-0.5,9.44,0.25,129.77,150.48,2.022,200,-4955,0,0
0.2,9.94,-0.5,9.41,0.27,135.85,150.5,2.018,200,-4952,0,0
0.2,9.94,-0.49,9.39,0.29,141.98,150.53,2.014,200,-4950,0,0
0.2,9.94,-0.49,9.36,0.31,148,150.55,2.01,200,-4947,0,0
0.2,9.94,-0.49,9.33,0.33,154.05,150.57,2.006,200,-4945,0,0
0.2,9.93,-0.49,9.31,0.35,160,150.6,2.003,200,-4943,0,0
0.2,9.93,-0.49,9.28,0.37,165.92,150.62,1.999,200,-4940,0,0
0.2,9.93,-0.49,9.25,0.4,171.87,150.65,1.995,200,-4938,0,0
0.2,9.93,-0.49,9.23,0.42,177.79,150.67,1.992,200,-4935,0,0
0.2,9.93,-0.49,9.2,0.45,183.53,150.69,1.988,200,-4933,0,0
0.3,9.93,-0.49,9.17,0.47,189.46,150.72,1.984,200,-4931,0,0
0.3,9.92,-0.49,9.15,0.5,195.14,150.74,1.981,200,-4928,0,0
0.3,9.92,-0.49,9.12,0.53,200.92,150.76,1.977,200,-4926,0,0
0.3,9.92,-0.49,9.1,0.56,206.67,150.79,1.974,200,-4924,0,0
0.3,9.92,-0.49,9.07,0.59,212.32,150.81,1.97,200,-4921,0,0
0.3,9.91,-0.49,9.05,0.62,217.94,150.84,1.966,200,-4919,0,0
0.3,9.91,-0.49,9.02,0.65,223.6,150.86,1.963,200,-4916,0,0
0.3,9.91,-0.49,9,0.68,229.15,150.88,1.959,200,-4914,0,0
0.3,9.91,-0.49,8.97,0.71,234.68,150.91,1.956,200,-4912,0,0
0.3,9.9,-0.49,8.95,0.75,240.1,150.93,1.953,200,-4909,0,0
0.3,9.9,-0.49,8.92,0.78,245.56,150.95,1.949,200,-4907,0,0
0.3,9.9,-0.49,8.9,0.82,251.13,150.98,1.946,200,-4905,0,0
0.3,9.9,-0.49,8.87,0.85,256.46,151,1.942,200,-4902,0,0
0.4,9.9,-0.49,8.85,0.89,261.89,151.03,1.939,200,-4900,0,0
0.4,9.9,-0.49,8.83,0.92,267.23,151.05,1.936,200,-4897,0,0
0.4,9.89,-0.49,8.8,0.96,272.6,151.07,1.932,200,-4895,0,0
0.4,9.89,-0.49,8.78,1,277.81,151.1,1.929,200,-4893,0,0
0.4,9.89,-0.49,8.75,1.04,283.12,151.12,1.926,200,-4890,0,0
0.4,9.89,-0.49,8.73,1.08,288.4,151.15,1.922,200,-4888,0,0
0.4,9.88,-0.49,8.71,1.12,293.59,151.17,1.919,200,-4885,0,0
0.4,9.88,-0.49,8.68,1.16,298.81,151.19,1.916,200,-4883,0,0
0.4,9.88,-0.49,8.66,1.21,303.94,151.22,1.912,200,-4881,0,0
0.4,9.88,-0.49,8.64,1.25,309.04,151.24,1.909,200,-4878,0,0
0.4,9.88,-0.49,8.61,1.29,314.1,151.26,1.906,200,-4876,0,0
0.4,9.88,-0.49,8.59,1.34,319.21,151.29,1.903,200,-4874,0,0
0.5,9.87,-0.49,8.57,1.38,324.22,151.31,1.899,200,-4871,0,0
0.5,9.87,-0.49,8.55,1.43,329.2,151.34,1.896,200,-4869,0,0
0.5,9.87,-0.49,8.52,1.47,334.15,151.36,1.893,200,-4866,0,0
0.5,9.87,-0.49,8.5,1.52,339.14,151.38,1.89,200,-4864,0,0
0.5,9.86,-0.49,8.48,1.57,344.1,151.41,1.887,200,-4862,0,0
0.5,9.86,-0.49,8.46,1.62,348.97,151.43,1.884,200,-4859,0,0
0.5,9.86,-0.49,8.43,1.67,353.81,151.45,1.881,200,-4857,0,0
0.5,9.86,-0.49,8.41,1.72,358.62,151.48,1.878,200,-4855,0,0
0.5,9.86,-0.49,8.39,1.77,363.41,151.5,1.875,200,-4852,0,0
0.5,9.86,-0.48,8.37,1.82,368.22,151.53,1.872,200,-4850,0,0
0.5,9.85,-0.48,8.35,1.87,372.96,151.55,1.868,200,-4847,0,0
0.5,9.85,-0.48,8.32,1.92,377.66,151.57,1.865,200,-4845,0,0
0.6,9.85,-0.48,8.3,1.98,382.45,151.6,1.862,200,-4843,0,0
0.6,9.85,-0.48,8.28,2.03,387.04,151.62,1.859,200,-4840,0,0
0.6,9.84,-0.48,8.26,2.08,391.67,151.64,1.857,200,-4838,0,0
0.6,9.84,-0.48,8.24,2.14,396.32,151.67,1.854,200,-4836,0,0
0.6,9.84,-0.48,8.22,2.19,400.95,151.69,1.851,200,-4833,0,0
0.6,9.84,-0.48,8.2,2.25,405.55,151.72,1.848,200,-4831,0,0
0.6,9.83,-0.48,8.18,2.31,410.01,151.74,1.845,200,-4828,0,0
0.6,9.83,-0.48,8.16,2.36,414.56,151.76,1.842,200,-4826,0,0
0.6,9.83,-0.48,8.14,2.42,419.02,151.79,1.839,200,-4824,0,0
0.6,9.83,-0.48,8.12,2.48,423.47,151.81,1.836,200,-4821,0,0
0.6,9.83,-0.48,8.09,2.54,427.88,151.83,1.833,200,-4819,0,0
0.7,9.83,-0.48,8.07,2.6,432.32,151.86,1.83,200,-4817,0,0
0.7,9.82,-0.48,8.05,2.66,436.69,151.88,1.828,200,-4814,0,0
0.7,9.82,-0.48,8.03,2.72,441.03,151.9,1.825,200,-4812,0,0
0.7,9.82,-0.48,8.01,2.78,445.4,151.93,1.822,200,-4810,0,0
0.7,9.82,-0.48,7.99,2.85,449.69,151.95,1.819,200,-4807,0,0
0.7,9.81,-0.48,7.97,2.91,454,151.98,1.816,200,-4805,0,0
0.7,9.81,-0.48,7.95,2.97,458.24,152,1.814,200,-4802,0,0
0.7,9.81,-0.48,7.94,3.04,462.46,152.02,1.811,200,-4800,0,0
0.7,9.81,-0.48,7.92,3.1,466.65,152.05,1.808,200,-4798,0,0
0.7,9.81,-0.48,7.9,3.17,470.82,152.07,1.806,200,-4795,0,0
0.7,9.81,-0.48,7.88,3.23,475.01,152.09,1.803,200,-4793,0,0
0.7,9.8,-0.48,7.86,3.3,479.13,152.12,1.8,200,-4791,0,0
0.8,9.8,-0.48,7.84,3.37,483.28,152.14,1.797,200,-4788,0,0
0.8,9.8,-0.48,7.82,3.44,487.35,152.16,1.795,200,-4786,0,0
0.8,9.8,-0.48,7.8,3.5,491.4,152.19,1.792,200,-4784,0,0
0.8,9.79,-0.48,7.78,3.57,495.43,152.21,1.79,200,-4781,0,0
0.8,9.79,-0.48,7.76,3.64,499.48,152.23,1.787,200,-4779,0,0
0.8,9.79,-0.48,7.75,3.71,503.46,152.26,1.784,200,-4777,0,0
0.8,9.79,-0.48,7.73,3.78,507.46,152.28,1.782,200,-4774,0,0
0.8,9.79,-0.48,7.71,3.85,511.39,152.31,1.779,200,-4772,0,0
0.8,9.79,-0.48,7.69,3.93,515.35,152.33,1.777,200,-4769,0,0
0.8,9.78,-0.48,7.67,4,519.24,152.35,1.774,200,-4767,0,0
0.8,9.78,-0.48,7.65,4.07,523.11,152.38,1.771,200,-4765,0,0
0.8,9.78,-0.48,7.64,4.14,526.99,152.4,1.769,200,-4762,0,0
0.8,9.78,-0.48,7.62,4.22,530.77,152.42,1.766,200,-4760,0,0
0.9,9.77,-0.48,7.6,4.29,534.57,152.45,1.764,200,-4758,0,0
0.9,9.77,-0.48,7.58,4.37,538.39,152.47,1.761,200,-4755,0,0
0.9,9.77,-0.48,7.56,4.44,542.19,152.49,1.759,200,-4753,0,0
0.9,9.77,-0.48,7.55,4.52,545.92,152.52,1.756,200,-4751,0,0
0.9,9.77,-0.47,7.53,4.59,549.68,152.54,1.754,200,-4748,0,0
0.9,9.77,-0.47,7.51,4.67,553.37,152.56,1.752,200,-4746,0,0
0.9,9.76,-0.47,7.49,4.75,557.04,152.59,1.749,200,-4744,0,0
0.9,9.76,-0.47,7.48,4.82,560.69,152.61,1.747,200,-4741,0,0
0.9,9.76,-0.47,7.46,4.9,564.31,152.63,1.744,200,-4739,0,0
0.9,9.76,-0.47,7.44,4.98,568.05,152.66,1.742,200,-4737,0,0
0.9,9.75,-0.47,7.43,5.06,571.59,152.68,1.74,200,-4734,0,0
0.9,9.75,-0.47,7.41,5.14,575.11,152.71,1.737,200,-4732,0,0
1,9.75,-0.47,7.39,5.22,578.7,152.73,1.735,200,-4729,0,0
1,9.75,-0.47,7.37,5.3,582.22,152.75,1.732,200,-4727,0,0
1,9.75,-0.47,7.36,5.38,585.76,152.78,1.73,200,-4725,0,0
1,9.75,-0.47,7.34,5.47,589.24,152.8,1.728,200,-4722,0,0
1,9.74,-0.47,7.32,5.55,592.75,152.82,1.725,200,-4720,0,0
1,9.74,-0.47,7.31,5.63,596.19,152.85,1.723,200,-4718,0,0
1,9.74,-0.47,7.29,5.71,599.61,152.87,1.721,200,-4715,0,0
1,9.74,-0.47,7.28,5.8,603.05,152.89,1.719,200,-4713,0,0
1,9.73,-0.47,7.26,5.88,606.43,152.92,1.716,200,-4711,0,0
1,9.73,-0.47,7.24,5.97,609.79,152.94,1.714,200,-4708,0,0
1,9.73,-0.47,7.23,6.05,613.13,152.96,1.712,200,-4706,0,0
1.1,9.73,-0.47,7.21,6.14,616.5,152.99,1.71,200,-4704,0,0
1.1,9.72,-0.47,7.2,6.22,619.8,153.01,1.707,200,-4701,0,0
1.1,9.72,-0.47,7.18,6.31,623.12,153.03,1.705,200,-4699,0,0
1.1,9.72,-0.47,7.16,6.4,626.35,153.06,1.703,200,-4697,0,0
1.1,9.72,-0.47,7.15,6.48,629.63,153.08,1.701,200,-4694,0,0
1.1,9.72,-0.47,7.13,6.57,632.86,153.1,1.699,200,-4692,0,0
1.1,9.72,-0.47,7.12,6.66,636.07,153.13,1.696,200,-4690,0,0
1.1,9.71,-0.47,7.1,6.75,639.29,153.15,1.694,200,-4687,0,0
1.1,9.71,-0.47,7.09,6.84,642.47,153.17,1.692,200,-4685,0,0
1.1,9.71,-0.47,7.07,6.93,645.66,153.2,1.69,200,-4683,0,0
1.1,9.71,-0.47,7.06,7.02,648.79,153.22,1.688,200,-4680,0,0
1.1,9.7,-0.47,7.04,7.11,651.9,153.24,1.686,200,-4678,0,0
1.1,9.7,-0.47,7.03,7.2,655,153.27,1.684,200,-4676,0,0
1.2,9.7,-0.47,7.01,7.29,658.12,153.29,1.682,200,-4673,0,0
1.2,9.7,-0.47,7,7.38,661.21,153.31,1.679,200,-4671,0,0
1.2,9.7,-0.47,6.98,7.48,664.26,153.34,1.677,200,-4669,0,0
1.2,9.7,-0.47,6.97,7.57,667.28,153.36,1.675,200,-4666,0,0
1.2,9.69,-0.47,6.95,7.66,670.33,153.38,1.673,200,-4664,0,0
1.2,9.69,-0.47,6.94,7.76,673.32,153.41,1.671,200,-4662,0,0
1.2,9.69,-0.47,6.92,7.85,676.29,153.43,1.669,200,-4659,0,0
1.2,9.69,-0.47,6.91,7.94,679.24,153.45,1.667,200,-4657,0,0
1.2,9.68,-0.47,6.89,8.04,682.22,153.48,1.665,200,-4655,0,0
1.2,9.68,-0.47,6.88,8.13,685.14,153.5,1.663,200,-4652,0,0
1.2,9.68,-0.46,6.87,8.23,688.04,153.52,1.661,200,-4650,0,0
1.3,9.68,-0.46,6.85,8.33,690.96,153.55,1.659,200,-4648,0,0
1.3,9.68,-0.46,6.84,8.42,693.83,153.57,1.657,200,-4645,0,0
1.3,9.68,-0.46,6.82,8.52,696.68,153.59,1.655,200,-4643,0,0
1.3,9.67,-0.46,6.81,8.61,699.52,153.62,1.653,200,-4641,0,0
1.3,9.67,-0.46,6.79,8.71,702.37,153.64,1.651,200,-4638,0,0
1.3,9.67,-0.46,6.78,8.81,705.17,153.66,1.649,200,-4636,0,0
1.3,9.67,-0.46,6.77,8.91,707.99,153.69,1.647,200,-4634,0,0
1.3,9.66,-0.46,6.75,9.01,710.76,153.71,1.645,200,-4631,0,0
1.3,9.66,-0.46,6.74,9.11,713.51,153.73,1.644,200,-4629,0,0
1.3,9.66,-0.46,6.73,9.21,716.28,153.76,1.642,200,-4627,0,0
1.3,9.66,-0.46,6.71,9.31,719,153.78,1.64,200,-4624,0,0
1.3,9.66,-0.46,6.7,9.41,721.71,153.8,1.638,200,-4622,0,0
1.3,9.66,-0.46,6.69,9.51,724.4,153.83,1.636,200,-4620,0,0
1.4,9.65,-0.46,6.67,9.61,727.1,153.85,1.634,200,-4617,0,0
1.4,9.65,-0.46,6.66,9.71,729.76,153.87,1.632,200,-4615,0,0
1.4,9.65,-0.46,6.65,9.81,732.4,153.9,1.63,200,-4613,0,0
1.4,9.65,-0.46,6.63,9.91,735.06,153.92,1.629,200,-4610,0,0
1.4,9.64,-0.46,6.62,10.02,737.67,153.94,1.627,200,-4608,0,0
1.4,9.64,-0.46,6.61,10.12,740.29,153.97,1.625,200,-4606,0,0
1.4,9.64,-0.46,6.59,10.22,742.87,153.99,1.623,200,-4603,0,0
1.4,9.64,-0.46,6.58,10.32,745.44,154.01,1.621,200,-4601,0,0
1.4,9.64,-0.46,6.57,10.43,747.99,154.04,1.62,200,-4599,0,0
1.4,9.64,-0.46,6.56,10.53,750.55,154.06,1.618,200,-4596,0,0
1.4,9.63,-0.46,6.54,10.64,753.1,154.08,1.616,200,-4594,0,0
1.5,9.63,-0.46,6.53,10.74,755.61,154.11,1.614,200,-4592,0,0
1.5,9.63,-0.46,6.52,10.85,758.09,154.13,1.612,200,-4589,0,0
1.5,9.63,-0.46,6.5,10.95,760.57,154.15,1.611,200,-4587,0,0
1.5,9.62,-0.46,6.49,11.06,763.06,154.18,1.609,200,-4585,0,0
1.5,9.62,-0.46,6.48,11.17,765.5,154.2,1.607,200,-4582,0,0
1.5,9.62,-0.46,6.47,11.27,767.94,154.22,1.605,200,-4580,0,0
1.5,9.62,-0.46,6.45,11.38,770.35,154.25,1.604,200,-4578,0,0
1.5,9.62,-0.46,6.44,11.49,772.78,154.27,1.602,200,-4575,0,0
1.5,9.62,-0.46,6.43,11.59,775.17,154.29,1.6,200,-4573,0,0
1.5,9.61,-0.46,6.42,11.7,777.57,154.32,1.599,200,-4571,0,0
1.5,9.61,-0.46,6.41,11.81,779.96,154.34,1.597,200,-4568,0,0
1.5,9.61,-0.46,6.39,11.92,782.33,154.36,1.595,200,-4566,0,0
1.5,9.61,-0.46,6.38,12.03,784.61,154.38,1.593,200,-4564,0,0
1.6,9.6,-0.46,6.37,12.14,786.95,154.41,1.592,200,-4562,0,0
1.6,9.6,-0.46,6.36,12.25,789.26,154.43,1.59,200,-4559,0,0
1.6,9.6,-0.46,6.35,12.36,791.58,154.45,1.589,200,-4557,0,0
1.6,9.6,-0.46,6.33,12.47,793.85,154.48,1.587,200,-4555,0,0
1.6,9.6,-0.46,6.32,12.58,796.12,154.5,1.585,200,-4552,0,0
1.6,9.6,-0.45,6.31,12.69,798.39,154.52,1.584,200,-4550,0,0
1.6,9.59,-0.45,6.3,12.8,800.63,154.55,1.582,200,-4548,0,0
1.6,9.59,-0.45,6.29,12.91,802.88,154.57,1.58,200,-4545,0,0
1.6,9.59,-0.45,6.28,13.02,805.06,154.59,1.579,200,-4543,0,0
1.6,9.59,-0.45,6.27,13.14,807.28,154.62,1.577,200,-4541,0,0
1.6,9.58,-0.45,6.25,13.25,809.47,154.64,1.576,200,-4538,0,0
1.7,9.58,-0.45,6.24,13.36,811.66,154.66,1.574,200,-4536,0,0
1.7,9.58,-0.45,6.23,13.47,813.82,154.69,1.572,200,-4534,0,0
1.7,9.58,-0.45,6.22,13.59,815.96,154.71,1.571,200,-4531,0,0
1.7,9.58,-0.45,6.21,13.7,818.09,154.73,1.569,200,-4529,0,0
1.7,9.58,-0.45,6.2,13.82,820.24,154.75,1.568,200,-4527,0,0
1.7,9.57,-0.45,6.19,13.93,822.34,154.78,1.566,200,-4525,0,0
1.7,9.57,-0.45,6.18,14.04,824.46,154.8,1.565,200,-4522,0,0
1.7,9.57,-0.45,6.16,14.16,826.54,154.82,1.563,200,-4520,0,0
1.7,9.57,-0.45,6.15,14.27,828.64,154.85,1.562,200,-4518,0,0
1.7,9.56,-0.45,6.14,14.39,830.69,154.87,1.56,200,-4515,0,0
1.7,9.56,-0.45,6.13,14.5,832.74,154.89,1.558,200,-4513,0,0
1.7,9.56,-0.45,6.12,14.62,834.79,154.92,1.557,200,-4511,0,0
1.7,9.56,-0.45,6.11,14.74,836.79,154.94,1.555,200,-4508,0,0
1.8,9.56,-0.45,6.1,14.85,838.82,154.96,1.554,200,-4506,0,0
1.8,9.56,-0.45,6.09,14.97,840.84,154.99,1.552,200,-4504,0,0
1.8,9.55,-0.45,6.08,15.09,842.82,155.01,1.551,200,-4501,0,0
1.8,9.55,-0.45,6.07,15.2,844.79,155.03,1.55,200,-4499,0,0
1.8,9.55,-0.45,6.06,15.32,846.77,155.06,1.548,200,-4497,0,0
1.8,9.55,-0.45,6.05,15.44,848.7,155.08,1.547,200,-4494,0,0
1.8,9.55,-0.45,6.04,15.56,850.66,155.1,1.545,200,-4492,0,0
1.8,9.55,-0.45,6.03,15.68,852.6,155.12,1.544,200,-4490,0,0
1.8,9.54,-0.45,6.02,15.79,854.49,155.15,1.542,200,-4488,0,0
1.8,9.54,-0.45,6.01,15.91,856.42,155.17,1.541,200,-4485,0,0
1.8,9.54,-0.45,6,16.03,858.33,155.19,1.539,200,-4483,0,0
1.8,9.54,-0.45,5.99,16.15,860.18,155.22,1.538,200,-4481,0,0
1.9,9.53,-0.45,5.98,16.27,862.07,155.24,1.537,200,-4478,0,0
1.9,9.53,-0.45,5.97,16.39,863.93,155.26,1.535,200,-4476,0,0
1.9,9.53,-0.45,5.96,16.51,865.79,155.29,1.534,200,-4474,0,0
1.9,9.53,-0.45,5.95,16.63,867.63,155.31,1.532,200,-4471,0,0
1.9,9.53,-0.45,5.94,16.76,869.47,155.33,1.531,200,-4469,0,0
1.9,9.53,-0.45,5.93,16.87,871.26,155.35,1.53,200,-4467,0,0
1.9,9.52,-0.45,5.92,17,873.08,155.38,1.528,200,-4465,0,0
1.9,9.52,-0.45,5.91,17.12,874.87,155.4,1.527,200,-4462,0,0
1.9,9.52,-0.45,5.9,17.24,876.67,155.42,1.525,200,-4460,0,0
1.9,9.52,-0.45,5.89,17.36,878.44,155.45,1.524,200,-4458,0,0
1.9,9.51,-0.45,5.88,17.48,880.19,155.47,1.523,200,-4455,0,0
2,9.51,-0.45,5.87,17.61,881.96,155.49,1.521,200,-4453,0,0
2,9.51,-0.45,5.86,17.73,883.7,155.52,1.52,200,-4451,0,0
2,9.51,-0.44,5.85,17.85,885.42,155.54,1.519,200,-4448,0,0
2,9.51,-0.44,5.84,17.98,887.16,155.56,1.517,200,-4446,0,0
2,9.51,-0.44,5.83,18.1,888.88,155.58,1.516,200,-4444,0,0
2,9.5,-0.44,5.82,18.23,890.62,155.61,1.515,200,-4442,0,0
2,9.5,-0.44,5.81,18.35,892.24,155.63,1.513,200,-4439,0,0
2,9.5,-0.44,5.8,18.47,893.93,155.65,1.512,200,-4437,0,0
2,9.5,-0.44,5.79,18.59,895.59,155.68,1.511,200,-4435,0,0
2,9.49,-0.44,5.78,18.72,897.29,155.7,1.51,200,-4432,0,0
2,9.49,-0.44,5.77,18.84,898.91,155.72,1.508,200,-4430,0,0
2,9.49,-0.44,5.76,18.97,900.56,155.75,1.507,200,-4428,0,0
2.1,9.49,-0.44,5.75,19.1,902.2,155.77,1.506,200,-4425,0,0
2.1,9.49,-0.44,5.75,19.22,903.8,155.79,1.504,200,-4423,0,0
2.1,9.49,-0.44,5.74,19.35,905.42,155.81,1.503,200,-4421,0,0
2.1,9.48,-0.44,5.73,19.47,907.01,155.84,1.502,200,-4419,0,0
2.1,9.48,-0.44,5.72,19.6,908.62,155.86,1.501,200,-4416,0,0
2.1,9.48,-0.44,5.71,19.73,910.19,155.88,1.499,200,-4414,0,0
2.1,9.48,-0.44,5.7,19.85,911.73,155.91,1.498,200,-4412,0,0
2.1,9.47,-0.44,5.69,19.98,913.31,155.93,1.497,200,-4409,0,0
2.1,9.47,-0.44,5.68,20.11,914.87,155.95,1.496,200,-4407,0,0
2.1,9.47,-0.44,5.67,20.23,916.41,155.98,1.494,200,-4405,0,0
2.1,9.47,-0.44,5.67,20.36,917.93,156,1.493,200,-4402,0,0
2.1,9.47,-0.44,5.66,20.49,919.47,156.02,1.492,200,-4400,0,0
2.2,9.47,-0.44,5.65,20.62,920.98,156.04,1.491,200,-4398,0,0
2.2,9.46,-0.44,5.64,20.74,922.47,156.07,1.49,200,-4396,0,0
2.2,9.46,-0.44,5.63,20.87,923.96,156.09,1.488,200,-4393,0,0
2.2,9.46,-0.44,5.62,21,925.46,156.11,1.487,200,-4391,0,0
2.2,9.46,-0.44,5.61,21.13,926.93,156.14,1.486,200,-4389,0,0
2.2,9.45,-0.44,5.61,21.26,928.41,156.16,1.485,200,-4386,0,0
2.2,9.45,-0.44,5.6,21.39,929.86,156.18,1.484,200,-4384,0,0
2.2,9.45,-0.44,5.58,21.91,935.6,156.27,1.481,200,-4382,0,0
2.3,9.45,-0.44,5.55,22.3,939.81,156.34,1.477,200,-4373,0,0
2.3,9.45,-0.44,5.52,22.69,943.92,156.41,1.473,200,-4366,0,0
2.3,9.45,-0.44,5.51,22.82,945.29,156.43,1.471,200,-4359,0,0
2.3,9.44,-0.44,5.49,23.09,947.98,156.48,1.469,200,-4357,0,0
2.3,9.44,-0.44,5.48,23.22,949.33,156.5,1.468,200,-4352,0,0
2.3,9.44,-0.43,5.47,23.48,951.96,156.55,1.466,200,-4350,0,0
2.3,9.44,-0.43,5.46,23.61,953.27,156.57,1.464,200,-4345,0,0
2.4,9.44,-0.43,5.45,23.75,954.59,156.59,1.463,200,-4343,0,0
2.4,9.44,-0.43,5.44,23.88,955.88,156.62,1.462,200,-4341,0,0
2.4,9.43,-0.43,5.43,24.15,958.45,156.66,1.46,200,-4338,0,0
2.4,9.43,-0.43,5.42,24.28,959.72,156.69,1.459,200,-4334,0,0
2.4,9.43,-0.43,5.41,24.41,960.99,156.71,1.458,200,-4331,0,0
2.4,9.43,-0.43,5.4,24.55,962.24,156.73,1.457,200,-4329,0,0
2.4,9.42,-0.43,5.39,24.82,964.73,156.78,1.455,200,-4327,0,0
2.4,9.42,-0.43,5.38,24.95,965.96,156.8,1.453,200,-4322,0,0
2.4,9.42,-0.43,5.37,25.22,968.41,156.85,1.452,200,-4320,0,0
2.4,9.42,-0.43,5.36,25.35,969.6,156.87,1.45,200,-4315,0,0
2.5,9.42,-0.43,5.35,25.49,970.81,156.89,1.449,200,-4313,0,0
2.5,9.42,-0.43,5.34,25.76,973.18,156.94,1.448,200,-4311,0,0
2.5,9.41,-0.43,5.33,25.89,974.37,156.96,1.446,200,-4306,0,0
2.5,9.41,-0.43,5.32,26.17,976.71,157.01,1.445,200,-4304,0,0
2.5,9.41,-0.43,5.31,26.3,977.88,157.03,1.443,200,-4299,0,0
2.5,9.41,-0.43,5.3,26.44,979.01,157.05,1.442,200,-4297,0,0
2.5,9.4,-0.43,5.29,26.57,980.15,157.07,1.441,200,-4295,0,0
2.5,9.4,-0.43,5.28,26.85,982.42,157.12,1.44,200,-4293,0,0
2.5,9.4,-0.43,5.27,26.98,983.53,157.14,1.438,200,-4288,0,0
2.6,9.4,-0.43,5.27,27.12,984.67,157.17,1.437,200,-4286,0,0
2.6,9.4,-0.43,5.26,27.26,985.78,157.19,1.436,200,-4283,0,0
2.6,9.4,-0.43,5.25,27.53,987.96,157.23,1.435,200,-4281,0,0
2.6,9.39,-0.43,5.23,27.81,990.13,157.28,1.433,200,-4277,0,0
2.6,9.39,-0.43,5.22,27.94,991.2,157.3,1.431,200,-4272,0,0
2.6,9.39,-0.43,5.22,28.08,992.26,157.33,1.43,200,-4270,0,0
2.6,9.39,-0.43,5.21,28.22,993.32,157.35,1.429,200,-4267,0,0
2.6,9.38,-0.43,5.2,28.36,994.38,157.37,1.428,200,-4265,0,0
2.7,9.38,-0.43,5.19,28.63,996.47,157.42,1.427,200,-4263,0,0
2.7,9.38,-0.43,5.18,28.77,997.5,157.44,1.426,200,-4258,0,0
2.7,9.38,-0.43,5.18,28.91,998.53,157.46,1.425,200,-4256,0,0
2.7,9.38,-0.43,5.17,29.05,999.55,157.48,1.424,200,-4254,0,0
2.7,9.38,-0.43,5.16,29.33,1001.56,157.53,1.422,200,-4252,0,0
2.7,9.37,-0.42,5.15,29.47,1002.55,157.55,1.421,200,-4247,0,0
2.7,9.37,-0.42,5.14,29.61,1003.56,157.58,1.42,200,-4245,0,0
2.7,9.37,-0.42,5.14,29.75,1004.54,157.6,1.419,200,-4242,0,0
2.7,9.37,-0.42,5.13,30.03,1006.5,157.64,1.418,200,-4240,0,0
2.7,9.37,-0.42,5.12,30.17,1007.48,157.67,1.416,200,-4236,0,0
2.8,9.37,-0.42,5.11,30.31,1008.44,157.69,1.415,200,-4233,0,0
2.8,9.36,-0.42,5.1,30.45,1009.39,157.71,1.414,200,-4231,0,0
2.8,9.36,-0.42,5.1,30.59,1010.35,157.74,1.414,200,-4229,0,0
2.8,9.36,-0.42,5.09,30.87,1012.22,157.78,1.412,200,-4226,0,0
2.8,9.36,-0.42,5.08,31.01,1013.17,157.8,1.411,200,-4222,0,0
2.8,9.35,-0.42,5.07,31.15,1014.08,157.83,1.41,200,-4220,0,0
2.8,9.35,-0.42,5.07,31.29,1015.01,157.85,1.409,200,-4217,0,0
2.8,9.35,-0.42,5.06,31.57,1016.82,157.9,1.408,200,-4215,0,0
2.8,9.35,-0.42,5.04,31.86,1018.63,157.94,1.406,200,-4210,0,0
2.9,9.35,-0.42,5.03,32,1019.52,157.96,1.405,200,-4206,0,0
2.9,9.35,-0.42,5.02,32.28,1021.27,158.01,1.403,200,-4204,0,0
2.9,9.34,-0.42,5.02,32.42,1022.16,158.03,1.402,200,-4199,0,0
2.9,9.34,-0.42,5.01,32.71,1023.88,158.08,1.401,200,-4197,0,0
2.9,9.34,-0.42,4.99,32.99,1025.58,158.12,1.399,200,-4192,0,0
2.9,9.34,-0.42,4.99,33.13,1026.43,158.15,1.398,200,-4188,0,0
2.9,9.33,-0.42,4.98,33.28,1027.28,158.17,1.397,200,-4185,0,0
